"state","year","age","population"
"RO",2023,45,232880
"RO",2023,55,168080
"RO",2023,65,89007
"RO",2023,75,38699
"RO",2023,90,3118
"RO",2024,25,315131
"RO",2024,35,300248
"RO",2024,45,238353
"RO",2024,55,173529
"RO",2024,65,93671
"RO",2024,75,40535
"RO",2024,90,3278
"RO",2025,25,315020
"RO",2025,35,303192
"RO",2025,45,244083
"RO",2025,55,178649
"RO",2025,65,98506
"RO",2025,75,42551
"RO",2025,90,3442
"RO",2026,25,315883
"RO",2026,35,305673
"RO",2026,45,250077
"RO",2026,55,183456
"RO",2026,65,103467
"RO",2026,75,44764
"RO",2026,90,3621
"RO",2027,25,315069
"RO",2027,35,307630
"RO",2027,45,256373
"RO",2027,55,187911
"RO",2027,65,108541
"RO",2027,75,47194
"RO",2027,90,3814
"RO",2028,25,312808
"RO",2028,35,309170
"RO",2028,45,262749
"RO",2028,55,192161
"RO",2028,65,113675
"RO",2028,75,49839
"RO",2028,90,4020
"RO",2029,25,309992
"RO",2029,35,310432
"RO",2029,45,268862
"RO",2029,55,196448
"RO",2029,65,118809
"RO",2029,75,52685
"RO",2029,90,4228
"RO",2030,25,307019
"RO",2030,35,311480
"RO",2030,45,274504
"RO",2030,55,200927
"RO",2030,65,123898
"RO",2030,75,55728
"RO",2030,90,4436
"RO",2031,25,303696
"RO",2031,35,312396
"RO",2031,45,279592
"RO",2031,55,205575
"RO",2031,65,128943
"RO",2031,75,58957
"RO",2031,90,4653
"RO",2032,25,299606
"RO",2032,35,313301
"RO",2032,45,283973
"RO",2032,55,210384
"RO",2032,65,133980
"RO",2032,75,62355
"RO",2032,90,4888
"RO",2033,25,295223
"RO",2033,35,314036
"RO",2033,45,287740
"RO",2033,55,215397
"RO",2033,65,138910
"RO",2033,75,65933
"RO",2033,90,5138
"RO",2034,25,290779
"RO",2034,35,314419
"RO",2034,45,291028
"RO",2034,55,220640
"RO",2034,65,143641
"RO",2034,75,69684
"RO",2034,90,5404
"RO",2035,25,286375
"RO",2035,35,314314
"RO",2035,45,293931
"RO",2035,55,226120
"RO",2035,65,148101
"RO",2035,75,73616
"RO",2035,90,5691
"RO",2036,25,280596
"RO",2036,35,315168
"RO",2036,45,296403
"RO",2036,55,231831
"RO",2036,65,152321
"RO",2036,75,77705
"RO",2036,90,6001
"RO",2037,25,276661
"RO",2037,35,314387
"RO",2037,45,298385
"RO",2037,55,237814
"RO",2037,65,156259
"RO",2037,75,81957
"RO",2037,90,6341
"RO",2038,25,274339
"RO",2038,35,312204
"RO",2038,45,299970
"RO",2038,55,243865
"RO",2038,65,160047
"RO",2038,75,86320
"RO",2038,90,6713
"RO",2039,25,273117
"RO",2039,35,309495
"RO",2039,45,301295
"RO",2039,55,249672
"RO",2039,65,163880
"RO",2039,75,90726
"RO",2039,90,7129
"RO",2040,25,272601
"RO",2040,35,306648
"RO",2040,45,302416
"RO",2040,55,255039
"RO",2040,65,167902
"RO",2040,75,95143
"RO",2040,90,7582
"RO",2041,25,271829
"RO",2041,35,303468
"RO",2041,45,303416
"RO",2041,55,259896
"RO",2041,65,172081
"RO",2041,75,99557
"RO",2041,90,8086
"RO",2042,25,272079
"RO",2042,35,299534
"RO",2042,45,304398
"RO",2042,55,264089
"RO",2042,65,176423
"RO",2042,75,104004
"RO",2042,90,8637
"RO",2043,25,273316
"RO",2043,35,295310
"RO",2043,45,305214
"RO",2043,55,267712
"RO",2043,65,180952
"RO",2043,75,108407
"RO",2043,90,9240
"RO",2044,25,274739
"RO",2044,35,291027
"RO",2044,45,305681
"RO",2044,55,270895
"RO",2044,65,185665
"RO",2044,75,112726
"RO",2044,90,9875
"RO",2045,25,276305
"RO",2045,35,286773
"RO",2045,45,305673
"RO",2045,55,273726
"RO",2045,65,190567
"RO",2045,75,116916
"RO",2045,90,10548
"RO",2046,25,278011
"RO",2046,35,281173
"RO",2046,45,306609
"RO",2046,55,276160
"RO",2046,65,195650
"RO",2046,75,120987
"RO",2046,90,11258
"RO",2047,25,279255
"RO",2047,35,277383
"RO",2047,45,305943
"RO",2047,55,278139
"RO",2047,65,200941
"RO",2047,75,124940
"RO",2047,90,12001
"RO",2048,25,280013
"RO",2048,35,275166
"RO",2048,45,303906
"RO",2048,55,279760
"RO",2048,65,206271
"RO",2048,75,128826
"RO",2048,90,12780
"RO",2049,25,279922
"RO",2049,35,274031
"RO",2049,45,301353
"RO",2049,55,281146
"RO",2049,65,211373
"RO",2049,75,132759
"RO",2049,90,13598
"RO",2050,25,279023
"RO",2050,35,273582
"RO",2050,45,298676
"RO",2050,55,282335
"RO",2050,65,216100
"RO",2050,75,136820
"RO",2050,90,14454
"RO",2051,25,278435
"RO",2051,35,272881
"RO",2051,45,295680
"RO",2051,55,283410
"RO",2051,65,220380
"RO",2051,75,140986
"RO",2051,90,15346
"RO",2052,25,277334
"RO",2052,35,273186
"RO",2052,45,291941
"RO",2052,55,284463
"RO",2052,65,224097
"RO",2052,75,145283
"RO",2052,90,16277
"RO",2053,25,275396
"RO",2053,35,274451
"RO",2053,45,287928
"RO",2053,55,285357
"RO",2053,65,227318
"RO",2053,75,149698
"RO",2053,90,17235
"RO",2054,25,273307
"RO",2054,35,275901
"RO",2054,45,283858
"RO",2054,55,285912
"RO",2054,65,230178
"RO",2054,75,154189
"RO",2054,90,18205
"RO",2055,25,271119
"RO",2055,35,277487
"RO",2055,45,279814
"RO",2055,55,286024
"RO",2055,65,232740
"RO",2055,75,158745
"RO",2055,90,19178
"RO",2056,25,268828
"RO",2056,35,279209
"RO",2056,45,274490
"RO",2056,55,287028
"RO",2056,65,234983
"RO",2056,75,163365
"RO",2056,90,20155
"RO",2057,25,266461
"RO",2057,35,280474
"RO",2057,45,270909
"RO",2057,55,286504
"RO",2057,65,236855
"RO",2057,75,168048
"RO",2057,90,21155
"RO",2058,25,264108
"RO",2058,35,281264
"RO",2058,45,268835
"RO",2058,55,284676
"RO",2058,65,238438
"RO",2058,75,172726
"RO",2058,90,22155
"RO",2059,25,261824
"RO",2059,35,281219
"RO",2059,45,267819
"RO",2059,55,282359
"RO",2059,65,239821
"RO",2059,75,177306
"RO",2059,90,23138
"RO",2060,25,259639
"RO",2060,35,280375
"RO",2060,45,267479
"RO",2060,55,279931
"RO",2060,65,241039
"RO",2060,75,181720
"RO",2060,90,24106
"RR",2010,25,81159
"RR",2010,35,55724
"RR",2010,45,38905
"RR",2010,55,21983
"RR",2010,65,10292
"RR",2010,75,5030
"RR",2010,90,465
"RR",2011,25,83635
"RR",2011,35,57907
"RR",2011,45,40459
"RR",2011,55,23217
"RR",2011,65,10833
"RR",2011,75,5188
"RR",2011,90,438
"RR",2012,25,85780
"RR",2012,35,60275
"RR",2012,45,42013
"RR",2012,55,24474
"RR",2012,65,11436
"RR",2012,75,5368
"RR",2012,90,434
"RR",2013,25,87655
"RR",2013,35,62830
"RR",2013,45,43557
"RR",2013,55,25767
"RR",2013,65,12101
"RR",2013,75,5568
"RR",2013,90,442
"RR",2014,25,89364
"RR",2014,35,65565
"RR",2014,45,45086
"RR",2014,55,27108
"RR",2014,65,12833
"RR",2014,75,5783
"RR",2014,90,454
"RR",2015,25,91196
"RR",2015,35,68567
"RR",2015,45,46647
"RR",2015,55,28519
"RR",2015,65,13636
"RR",2015,75,6011
"RR",2015,90,466
"RR",2016,25,93391
"RR",2016,35,71993
"RR",2016,45,48336
"RR",2016,55,30021
"RR",2016,65,14513
"RR",2016,75,6260
"RR",2016,90,481
"RR",2017,25,98610
"RR",2017,35,77258
"RR",2017,45,50812
"RR",2017,55,31848
"RR",2017,65,15526
"RR",2017,75,6553
"RR",2017,90,497
"RR",2018,25,107125
"RR",2018,35,84566
"RR",2018,45,54322
"RR",2018,55,34055
"RR",2018,65,16697
"RR",2018,75,6910
"RR",2018,90,511
"RR",2019,25,115400
"RR",2019,35,91849
"RR",2019,45,58116
"RR",2019,55,36299
"RR",2019,65,17926
"RR",2019,75,7316
"RR",2019,90,528
"RR",2020,25,122275
"RR",2020,35,98271
"RR",2020,45,61895
"RR",2020,55,38432
"RR",2020,65,19168
"RR",2020,75,7778
"RR",2020,90,544
"RR",2021,25,127710
"RR",2021,35,103778
"RR",2021,45,65623
"RR",2021,55,40453
"RR",2021,65,20414
"RR",2021,75,8292
"RR",2021,90,564
"RR",2022,25,131717
"RR",2022,35,108311
"RR",2022,45,69219
"RR",2022,55,42387
"RR",2022,65,21656
"RR",2022,75,8863
"RR",2022,90,583
"RR",2023,25,133596
"RR",2023,35,111942
"RR",2023,45,72675
"RR",2023,55,44260
"RR",2023,65,22926
"RR",2023,75,9480
"RR",2023,90,610
"RR",2024,25,133792
"RR",2024,35,115115
"RR",2024,45,76118
"RR",2024,55,46145
"RR",2024,65,24243
"RR",2024,75,10144
"RR",2024,90,641
"RR",2025,25,133031
"RR",2025,35,118290
"RR",2025,45,79733
"RR",2025,55,48074
"RR",2025,65,25630
"RR",2025,75,10848
"RR",2025,90,679
"RR",2026,25,131578
"RR",2026,35,121360
"RR",2026,45,83501
"RR",2026,55,50061
"RR",2026,65,27067
"RR",2026,75,11598
"RR",2026,90,721
"RR",2027,25,129390
"RR",2027,35,124194
"RR",2027,45,87448
"RR",2027,55,52079
"RR",2027,65,28558
"RR",2027,75,12383
"RR",2027,90,776
"RR",2028,25,127128
"RR",2028,35,126512
"RR",2028,45,91528
"RR",2028,55,54199
"RR",2028,65,30083
"RR",2028,75,13227
"RR",2028,90,831
"RR",2029,25,125282
"RR",2029,35,128437
"RR",2029,45,95528
"RR",2029,55,56500
"RR",2029,65,31615
"RR",2029,75,14122
"RR",2029,90,890
"RR",2030,25,122946
"RR",2030,35,130214
"RR",2030,45,99302
"RR",2030,55,59015
"RR",2030,65,33129
"RR",2030,75,15078
"RR",2030,90,946
"RR",2031,25,120451
"RR",2031,35,131882
"RR",2031,45,102843
"RR",2031,55,61744
"RR",2031,65,34634
"RR",2031,75,16082
"RR",2031,90,1004
"RR",2032,25,118227
"RR",2032,35,133549
"RR",2032,45,106126
"RR",2032,55,64641
"RR",2032,65,36159
"RR",2032,75,17133
"RR",2032,90,1071
"RR",2033,25,116597
"RR",2033,35,134597
"RR",2033,45,109280
"RR",2033,55,67730
"RR",2033,65,37743
"RR",2033,75,18250
"RR",2033,90,1146
"RR",2034,25,115554
"RR",2034,35,134796
"RR",2034,45,112371
"RR",2034,55,70986
"RR",2034,65,39401
"RR",2034,75,19429
"RR",2034,90,1234
"RR",2035,25,114983
"RR",2035,35,134055
"RR",2035,45,115477
"RR",2035,55,74406
"RR",2035,65,41110
"RR",2035,75,20661
"RR",2035,90,1331
"RR",2036,25,114876
"RR",2036,35,132641
"RR",2036,45,118485
"RR",2036,55,77962
"RR",2036,65,42874
"RR",2036,75,21937
"RR",2036,90,1442
"RR",2037,25,115405
"RR",2037,35,130517
"RR",2037,45,121266
"RR",2037,55,81688
"RR",2037,65,44662
"RR",2037,75,23263
"RR",2037,90,1566
"RR",2038,25,116179
"RR",2038,35,128325
"RR",2038,45,123546
"RR",2038,55,85544
"RR",2038,65,46546
"RR",2038,75,24622
"RR",2038,90,1702
"RR",2039,25,116838
"RR",2039,35,126546
"RR",2039,45,125458
"RR",2039,55,89324
"RR",2039,65,48587
"RR",2039,75,26000
"RR",2039,90,1846
"RR",2040,25,117995
"RR",2040,35,124297
"RR",2040,45,127225
"RR",2040,55,92880
"RR",2040,65,50820
"RR",2040,75,27373
"RR",2040,90,2000
"RR",2041,25,119386
"RR",2041,35,121890
"RR",2041,45,128882
"RR",2041,55,96232
"RR",2041,65,53226
"RR",2041,75,28749
"RR",2041,90,2162
"RR",2042,25,120746
"RR",2042,35,119756
"RR",2042,45,130535
"RR",2042,55,99328
"RR",2042,65,55791
"RR",2042,75,30150
"RR",2042,90,2330
"RR",2043,25,122121
"RR",2043,35,118193
"RR",2043,45,131589
"RR",2043,55,102313
"RR",2043,65,58514
"RR",2043,75,31623
"RR",2043,90,2515
"RR",2044,25,123600
"RR",2044,35,117212
"RR",2044,45,131809
"RR",2044,55,105249
"RR",2044,65,61392
"RR",2044,75,33175
"RR",2044,90,2710
"RR",2045,25,125295
"RR",2045,35,116675
"RR",2045,45,131130
"RR",2045,55,108198
"RR",2045,65,64414
"RR",2045,75,34784
"RR",2045,90,2915
"RR",2046,25,126986
"RR",2046,35,116604
"RR",2046,45,129787
"RR",2046,55,111064
"RR",2046,65,67550
"RR",2046,75,36446
"RR",2046,90,3132
"RR",2047,25,128575
"RR",2047,35,117144
"RR",2047,45,127763
"RR",2047,55,113718
"RR",2047,65,70826
"RR",2047,75,38145
"RR",2047,90,3357
"RR",2048,25,130007
"RR",2048,35,117931
"RR",2048,45,125663
"RR",2048,55,115906
"RR",2048,65,74209
"RR",2048,75,39922
"RR",2048,90,3596
"RR",2049,25,131156
"RR",2049,35,118599
"RR",2049,45,123976
"RR",2049,55,117738
"RR",2049,65,77529
"RR",2049,75,41802
"RR",2049,90,3848
"RR",2050,25,132181
"RR",2050,35,119756
"RR",2050,45,121822
"RR",2050,55,119434
"RR",2050,65,80641
"RR",2050,75,43799
"RR",2050,90,4117
"RR",2051,25,132977
"RR",2051,35,121142
"RR",2051,45,119521
"RR",2051,55,121025
"RR",2051,65,83568
"RR",2051,75,45907
"RR",2051,90,4393
"RR",2052,25,133322
"RR",2052,35,122501
"RR",2052,45,117494
"RR",2052,55,122601
"RR",2052,65,86267
"RR",2052,75,48132
"RR",2052,90,4676
"RR",2053,25,133283
"RR",2053,35,123871
"RR",2053,45,116025
"RR",2053,55,123620
"RR",2053,65,88876
"RR",2053,75,50510
"RR",2053,90,4969
"RR",2054,25,132932
"RR",2054,35,125345
"RR",2054,45,115113
"RR",2054,55,123853
"RR",2054,65,91449
"RR",2054,75,53053
"RR",2054,90,5265
"RR",2055,25,132339
"RR",2055,35,127024
"RR",2055,45,114629
"RR",2055,55,123243
"RR",2055,65,94050
"RR",2055,75,55735
"RR",2055,90,5551
"RR",2056,25,131595
"RR",2056,35,128703
"RR",2056,45,114587
"RR",2056,55,122017
"RR",2056,65,96582
"RR",2056,75,58522
"RR",2056,90,5839
"RR",2057,25,130797
"RR",2057,35,130283
"RR",2057,45,115140
"RR",2057,55,120147
"RR",2057,65,98928
"RR",2057,75,61417
"RR",2057,90,6130
"RR",2058,25,130018
"RR",2058,35,131707
"RR",2058,45,115925
"RR",2058,55,118207
"RR",2058,65,100874
"RR",2058,75,64402
"RR",2058,90,6448
"RR",2059,25,129306
"RR",2059,35,132853
"RR",2059,45,116592
"RR",2059,55,116667
"RR",2059,65,102505
"RR",2059,75,67353
"RR",2059,90,6794
"RR",2060,25,128692
"RR",2060,35,133866
"RR",2060,45,117737
"RR",2060,55,114687
"RR",2060,65,103998
"RR",2060,75,70185
"RR",2060,90,7155
"RS",2010,25,1725812
"RS",2010,35,1526287
"RS",2010,45,1486158
"RS",2010,55,1063995
"RS",2010,65,613992
"RS",2010,75,367146
"RS",2010,90,27218
"RS",2011,25,1740797
"RS",2011,35,1521016
"RS",2011,45,1501585
"RS",2011,55,1100380
"RS",2011,65,635738
"RS",2011,75,382132
"RS",2011,90,28900
"RS",2012,25,1750841
"RS",2012,35,1519701
"RS",2012,45,1512261
"RS",2012,55,1135661
"RS",2012,65,659679
"RS",2012,75,396813
"RS",2012,90,31668
"RS",2013,25,1756208
"RS",2013,35,1523084
"RS",2013,45,1518109
"RS",2013,55,1170032
"RS",2013,65,685806
"RS",2013,75,411380
"RS",2013,90,35053
"RS",2014,25,1757836
"RS",2014,35,1531883
"RS",2014,45,1519111
"RS",2014,55,1203961
"RS",2014,65,714016
"RS",2014,75,425858
"RS",2014,90,38712
"RS",2015,25,1756434
"RS",2015,35,1546270
"RS",2015,45,1515586
"RS",2015,55,1237556
"RS",2015,65,744155
"RS",2015,75,440367
"RS",2015,90,42401
"RS",2016,25,1751637
"RS",2016,35,1566104
"RS",2016,45,1507816
"RS",2016,55,1270449
"RS",2016,65,776010
"RS",2016,75,455192
"RS",2016,90,46178
"RS",2017,25,1742921
"RS",2017,35,1591683
"RS",2017,45,1495800
"RS",2017,55,1302534
"RS",2017,65,809416
"RS",2017,75,470455
"RS",2017,90,50122
"RS",2018,25,1732246
"RS",2018,35,1619884
"RS",2018,45,1482037
"RS",2018,55,1332556
"RS",2018,65,843811
"RS",2018,75,486694
"RS",2018,90,54126
"RS",2019,25,1722599
"RS",2019,35,1645964
"RS",2019,45,1470140
"RS",2019,55,1358696
"RS",2019,65,878451
"RS",2019,75,504636
"RS",2019,90,58107
"RS",2020,25,1715744
"RS",2020,35,1666792
"RS",2020,45,1462554
"RS",2020,55,1379831
"RS",2020,65,912835
"RS",2020,75,524695
"RS",2020,90,61998
"RS",2021,25,1711309
"RS",2021,35,1682800
"RS",2021,45,1458950
"RS",2021,55,1396234
"RS",2021,65,946743
"RS",2021,75,546803
"RS",2021,90,65928
"RS",2022,25,1709584
"RS",2022,35,1693905
"RS",2022,45,1459146
"RS",2022,55,1408112
"RS",2022,65,979793
"RS",2022,75,570994
"RS",2022,90,70008
"RS",2023,25,1708397
"RS",2023,35,1700373
"RS",2023,45,1463875
"RS",2023,55,1415410
"RS",2023,65,1012124
"RS",2023,75,597073
"RS",2023,90,74194
"RS",2024,25,1704227
"RS",2024,35,1703128
"RS",2024,45,1473835
"RS",2024,55,1418106
"RS",2024,65,1044127
"RS",2024,75,624728
"RS",2024,90,78449
"RS",2025,25,1694807
"RS",2025,35,1702895
"RS",2025,45,1489193
"RS",2025,55,1416505
"RS",2025,65,1075865
"RS",2025,75,653735
"RS",2025,90,82730
"RS",2026,25,1684526
"RS",2026,35,1699293
"RS",2026,45,1509817
"RS",2026,55,1410879
"RS",2026,65,1107021
"RS",2026,75,684043
"RS",2026,90,87160
"RS",2027,25,1663238
"RS",2027,35,1691817
"RS",2027,45,1536005
"RS",2027,55,1401227
"RS",2027,65,1137505
"RS",2027,75,715521
"RS",2027,90,91868
"RS",2028,25,1635745
"RS",2028,35,1682395
"RS",2028,45,1564700
"RS",2028,55,1389921
"RS",2028,65,1166153
"RS",2028,75,748133
"RS",2028,90,96759
"RS",2029,25,1607472
"RS",2029,35,1673961
"RS",2029,45,1591271
"RS",2029,55,1380361
"RS",2029,65,1191294
"RS",2029,75,781890
"RS",2029,90,101714
"RS",2030,25,1579172
"RS",2030,35,1668253
"RS",2030,45,1612656
"RS",2030,55,1374849
"RS",2030,65,1211903
"RS",2030,75,816678
"RS",2030,90,106691
"RS",2031,25,1545275
"RS",2031,35,1664889
"RS",2031,45,1629265
"RS",2031,55,1373067
"RS",2031,65,1228240
"RS",2031,75,852214
"RS",2031,90,111809
"RS",2032,25,1504195
"RS",2032,35,1664132
"RS",2032,45,1641007
"RS",2032,55,1374833
"RS",2032,65,1240479
"RS",2032,75,888230
"RS",2032,90,117136
"RS",2033,25,1461593
"RS",2033,35,1663838
"RS",2033,45,1648154
"RS",2033,55,1380841
"RS",2033,65,1248588
"RS",2033,75,924477
"RS",2033,90,122828
"RS",2034,25,1422234
"RS",2034,35,1660517
"RS",2034,45,1651644
"RS",2034,55,1391770
"RS",2034,65,1252570
"RS",2034,75,960744
"RS",2034,90,129118
"RS",2035,25,1385973
"RS",2035,35,1651922
"RS",2035,45,1652202
"RS",2035,55,1407772
"RS",2035,65,1252725
"RS",2035,75,996755
"RS",2035,90,136098
"RS",2036,25,1352684
"RS",2036,35,1642399
"RS",2036,45,1649445
"RS",2036,55,1428723
"RS",2036,65,1249318
"RS",2036,75,1032311
"RS",2036,90,143752
"RS",2037,25,1333650
"RS",2037,35,1621883
"RS",2037,45,1642883
"RS",2037,55,1454893
"RS",2037,65,1242376
"RS",2037,75,1067319
"RS",2037,90,152102
"RS",2038,25,1322558
"RS",2038,35,1595129
"RS",2038,45,1634393
"RS",2038,55,1483348
"RS",2038,65,1234012
"RS",2038,75,1100836
"RS",2038,90,161024
"RS",2039,25,1314346
"RS",2039,35,1567524
"RS",2039,45,1626821
"RS",2039,55,1509652
"RS",2039,65,1227235
"RS",2039,75,1131579
"RS",2039,90,170361
"RS",2040,25,1309904
"RS",2040,35,1539812
"RS",2040,45,1621846
"RS",2040,55,1530896
"RS",2040,65,1224077
"RS",2040,75,1158717
"RS",2040,90,180006
"RS",2041,25,1310455
"RS",2041,35,1506494
"RS",2041,45,1619106
"RS",2041,55,1547475
"RS",2041,65,1224250
"RS",2041,75,1182391
"RS",2041,90,189984
"RS",2042,25,1315408
"RS",2042,35,1466029
"RS",2042,45,1618878
"RS",2042,55,1559311
"RS",2042,65,1227579
"RS",2042,75,1202651
"RS",2042,90,200303
"RS",2043,25,1323506
"RS",2043,35,1424042
"RS",2043,45,1619053
"RS",2043,55,1566712
"RS",2043,65,1234682
"RS",2043,75,1219519
"RS",2043,90,210918
"RS",2044,25,1330925
"RS",2044,35,1385264
"RS",2044,45,1616213
"RS",2044,55,1570625
"RS",2044,65,1246181
"RS",2044,75,1233132
"RS",2044,90,221795
"RS",2045,25,1338916
"RS",2045,35,1349545
"RS",2045,45,1608153
"RS",2045,55,1571783
"RS",2045,65,1262191
"RS",2045,75,1243766
"RS",2045,90,232870
"RS",2046,25,1343612
"RS",2046,35,1316769
"RS",2046,45,1599180
"RS",2046,55,1569815
"RS",2046,65,1282582
"RS",2046,75,1251590
"RS",2046,90,244100
"RS",2047,25,1343778
"RS",2047,35,1298111
"RS",2047,45,1579330
"RS",2047,55,1564274
"RS",2047,65,1307557
"RS",2047,75,1256737
"RS",2047,90,255411
"RS",2048,25,1340734
"RS",2048,35,1287315
"RS",2048,45,1553315
"RS",2048,55,1556938
"RS",2048,65,1334433
"RS",2048,75,1260191
"RS",2048,90,266797
"RS",2049,25,1334106
"RS",2049,35,1279379
"RS",2049,45,1526470
"RS",2049,55,1550467
"RS",2049,65,1359181
"RS",2049,75,1263323
"RS",2049,90,278297
"RS",2050,25,1322417
"RS",2050,35,1275181
"RS",2050,45,1499538
"RS",2050,55,1546432
"RS",2050,65,1379162
"RS",2050,75,1267163
"RS",2050,90,289858
"RS",2051,25,1310021
"RS",2051,35,1275923
"RS",2051,45,1467067
"RS",2051,55,1544474
"RS",2051,65,1394756
"RS",2051,75,1271723
"RS",2051,90,301404
"RS",2052,25,1298983
"RS",2052,35,1280999
"RS",2052,45,1427549
"RS",2052,55,1544859
"RS",2052,65,1405893
"RS",2052,75,1276922
"RS",2052,90,312937
"RS",2053,25,1286187
"RS",2053,35,1289180
"RS",2053,45,1386540
"RS",2053,55,1545547
"RS",2053,65,1412936
"RS",2053,75,1283737
"RS",2053,90,324008
"RS",2054,25,1272532
"RS",2054,35,1296680
"RS",2054,45,1348690
"RS",2054,55,1543262
"RS",2054,65,1416869
"RS",2054,75,1293383
"RS",2054,90,334043
"RS",2055,25,1258185
"RS",2055,35,1304735
"RS",2055,45,1313840
"RS",2055,55,1535901
"RS",2055,65,1418427
"RS",2055,75,1306458
"RS",2055,90,342724
"RS",2056,25,1243304
"RS",2056,35,1309506
"RS",2056,45,1281928
"RS",2056,55,1527659
"RS",2056,65,1417295
"RS",2056,75,1322765
"RS",2056,90,350243
"RS",2057,25,1228118
"RS",2057,35,1309780
"RS",2057,45,1263868
"RS",2057,55,1508819
"RS",2057,65,1413123
"RS",2057,75,1342375
"RS",2057,90,356730
"RS",2058,25,1212875
"RS",2058,35,1306864
"RS",2058,45,1253517
"RS",2058,55,1484000
"RS",2058,65,1407447
"RS",2058,75,1363742
"RS",2058,90,362246
"RS",2059,25,1197707
"RS",2059,35,1300385
"RS",2059,45,1245995
"RS",2059,55,1458419
"RS",2059,65,1402577
"RS",2059,75,1384458
"RS",2059,90,366900
"RS",2060,25,1182707
"RS",2060,35,1288883
"RS",2060,45,1242180
"RS",2060,55,1432809
"RS",2060,65,1399828
"RS",2060,75,1402938
"RS",2060,90,370819
"SC",2010,25,1091629
"SC",2010,35,947455
"SC",2010,45,819132
"SC",2010,55,527031
"SC",2010,65,277897
"SC",2010,75,151061
"SC",2010,90,10114
"SC",2011,25,1115573
"SC",2011,35,955962
"SC",2011,45,842926
"SC",2011,55,552451
"SC",2011,65,291081
"SC",2011,75,158999
"SC",2011,90,11100
"SC",2012,25,1137801
"SC",2012,35,965860
"SC",2012,45,865097
"SC",2012,55,577619
"SC",2012,65,305462
"SC",2012,75,167238
"SC",2012,90,12505
"SC",2013,25,1157780
"SC",2013,35,977790
"SC",2013,45,885092
"SC",2013,55,602857
"SC",2013,65,321201
"SC",2013,75,175743
"SC",2013,90,14150
"SC",2014,25,1174984
"SC",2014,35,992511
"SC",2014,45,902165
"SC",2014,55,628742
"SC",2014,65,338492
"SC",2014,75,184361
"SC",2014,90,15899
"SC",2015,25,1189098
"SC",2015,35,1010386
"SC",2015,45,915993
"SC",2015,55,655556
"SC",2015,65,357370
"SC",2015,75,193063
"SC",2015,90,17656
"SC",2016,25,1199521
"SC",2016,35,1031441
"SC",2016,45,926737
"SC",2016,55,683002
"SC",2016,65,377759
"SC",2016,75,202017
"SC",2016,90,19455
"SC",2017,25,1205449
"SC",2017,35,1055914
"SC",2017,45,934340
"SC",2017,55,710961
"SC",2017,65,399633
"SC",2017,75,211317
"SC",2017,90,21327
"SC",2018,25,1207987
"SC",2018,35,1082418
"SC",2018,45,940082
"SC",2018,55,738770
"SC",2018,65,422580
"SC",2018,75,221251
"SC",2018,90,23238
"SC",2019,25,1208910
"SC",2019,35,1108826
"SC",2019,45,945913
"SC",2019,55,765486
"SC",2019,65,445956
"SC",2019,75,232240
"SC",2019,90,25158
"SC",2020,25,1209316
"SC",2020,35,1133653
"SC",2020,45,953161
"SC",2020,55,790439
"SC",2020,65,469397
"SC",2020,75,244520
"SC",2020,90,27072
"SC",2021,25,1208929
"SC",2021,35,1156911
"SC",2021,45,961746
"SC",2021,55,813706
"SC",2021,65,492859
"SC",2021,75,258076
"SC",2021,90,29037
"SC",2022,25,1207879
"SC",2022,35,1178456
"SC",2022,45,971675
"SC",2022,55,835404
"SC",2022,65,516140
"SC",2022,75,272931
"SC",2022,90,31111
"SC",2023,25,1205223
"SC",2023,35,1197765
"SC",2023,45,983566
"SC",2023,55,855007
"SC",2023,65,539539
"SC",2023,75,289030
"SC",2023,90,33295
"SC",2024,25,1199306
"SC",2024,35,1214322
"SC",2024,45,998157
"SC",2024,55,871827
"SC",2024,65,563562
"SC",2024,75,306260
"SC",2024,90,35613
"SC",2025,25,1189201
"SC",2025,35,1227811
"SC",2025,45,1015810
"SC",2025,55,885560
"SC",2025,65,588464
"SC",2025,75,324535
"SC",2025,90,38053
"SC",2026,25,1175078
"SC",2026,35,1237635
"SC",2026,45,1036554
"SC",2026,55,896348
"SC",2026,65,613988
"SC",2026,75,343885
"SC",2026,90,40670
"SC",2027,25,1156899
"SC",2027,35,1242996
"SC",2027,45,1060626
"SC",2027,55,904152
"SC",2027,65,640019
"SC",2027,75,364315
"SC",2027,90,43523
"SC",2028,25,1137265
"SC",2028,35,1244990
"SC",2028,45,1086661
"SC",2028,55,910182
"SC",2028,65,665939
"SC",2028,75,385757
"SC",2028,90,46523
"SC",2029,25,1118194
"SC",2029,35,1245369
"SC",2029,45,1112571
"SC",2029,55,916288
"SC",2029,65,690832
"SC",2029,75,408106
"SC",2029,90,49557
"SC",2030,25,1100353
"SC",2030,35,1245210
"SC",2030,45,1136906
"SC",2030,55,923736
"SC",2030,65,714066
"SC",2030,75,431260
"SC",2030,90,52588
"SC",2031,25,1081634
"SC",2031,35,1244275
"SC",2031,45,1159702
"SC",2031,55,932455
"SC",2031,65,735729
"SC",2031,75,455132
"SC",2031,90,55689
"SC",2032,25,1060721
"SC",2032,35,1242730
"SC",2032,45,1180829
"SC",2032,55,942471
"SC",2032,65,755923
"SC",2032,75,479566
"SC",2032,90,58910
"SC",2033,25,1040881
"SC",2033,35,1239648
